id_hogar;id_comun;consumo;inghogar;habitant;comuna;m3_libre;m3_edifi;frente
10631;13113;229,4;125000;5;LA CISTERNA;76,2745198991093;61,404232040921;6,1404232040921
9279;13113;180,48;779881;4;LA CISTERNA;64,6832885914504;65,8814190697648;6,58814190697648
5588;13113;282,24;333900;6;LA CISTERNA;94,4917107075923;71,2063278057613;7,12063278057613
5484;13113;354,76;11141600;7;LA CISTERNA;119,839926065844;74,2887228392028;7,42887228392028
6700;13113;272,64;204167;6;LA CISTERNA;90,9908165257807;74,417189002837;7,4417189002837
8136;13113;214;105667;5;LA CISTERNA;73,8977737069946;76,273489742242;7,6273489742242
5224;13113;221,8;100000;5;LA CISTERNA;82,3767955637456;90,56949519479;9,056949519479
14594;13113;228;200000;5;LA CISTERNA;88,5092482576121;100,111010117717;10,0111010117717
11041;13113;236,16;577380;6;LA CISTERNA;84,7416097306601;107,782529888685;10,7782529888685
14670;13113;155,16;208963;3;LA CISTERNA;77,657917351402;110,347107021242;11,0347107021242
13713;13113;267,84;280000;6;LA CISTERNA;103,673138315594;119,323985092669;11,9323985092669
9643;13113;224,8;190000;5;LA CISTERNA;98,5940131995432;134,938870857731;13,4938870857731
7928;13113;478;380000;10;LA CISTERNA;180,362962255588;171,710645811664;17,1710645811664
118;13114;200,64;508882;4;LA FLORIDA;63,2363850921207;32,7404019182461;3,27404019182461
10976;13114;201,4;321000;5;LA FLORIDA;55,7951056114672;39,9616488161942;3,99616488161942
10736;13114;219,2;481151;5;LA FLORIDA;65,4971600456571;43,6412969221658;4,36412969221658
2282;13114;199;310224;5;LA FLORIDA;57,9371480509278;49,8168015428878;4,98168015428878
16245;13114;141,12;502212;3;LA FLORIDA;52,9437278603108;56,2564435344134;5,62564435344134
6057;13114;239,4;135000;5;LA FLORIDA;81,406462431017;62,5154330034874;6,25154330034874
13348;13114;268,32;222080;6;LA FLORIDA;86,9408017544028;68,4377149089525;6,84377149089525
3373;13114;236,4;150000;5;LA FLORIDA;95,0265941658882;107,664429114432;10,7664429114432
794;13114;306,72;160000;6;LA FLORIDA;186,426807317339;312,059673584752;31,2059673584752
15312;13115;205,76;109560;4;SAN JOAQUIN;68,5888477261136;41,4846384950396;4,14846384950396
16314;13115;188,96;254282;4;SAN JOAQUIN;62,9731528786975;48,6363637748373;4,86363637748373
9178;13115;152,88;146080;3;SAN JOAQUIN;56,3950542404504;49,8111541413174;4,98111541413174
10581;13115;212,6;483572;5;SAN JOAQUIN;64,7975030433032;50,9707490599167;5,09707490599167
6130;13115;198,4;968114;5;SAN JOAQUIN;58,9277067312489;53,6458303778112;5,36458303778112
16372;13115;170,4;488333;4;SAN JOAQUIN;60,3468052516912;67,2710499857928;6,72710499857928
10165;13115;146,16;201202;3;SAN JOAQUIN;60,8800727028626;72,8671600734541;7,28671600734541
5382;13115;129,48;159000;3;SAN JOAQUIN;53,2826013093224;73,9017071301098;7,39017071301098
10373;13115;181,2;190000;5;SAN JOAQUIN;57,7788183433598;74,7703502927069;7,47703502927069
8398;13115;210,24;99130;6;SAN JOAQUIN;63,3783685929066;80,716850225886;8,0716850225886
11714;13115;228,4;292160;5;SAN JOAQUIN;84,2619329926557;86,796735584809;8,6796735584809
8606;13115;232,68;731766;7;SAN JOAQUIN;66,9272162756734;89,9393792659272;8,99393792659272
11387;13115;243,2;33044;5;SAN JOAQUIN;100,030823148755;112,963890933977;11,2963890933977
9437;13115;281,28;66667;6;SAN JOAQUIN;118,236665185372;143,817652263701;14,3817652263701
15598;13116;268,32;40000;6;LA GRANJA;81,8180838890118;53,0684756152774;5,30684756152774
13140;13116;229;219120;5;LA GRANJA;90,1520726522545;103,611260049643;10,3611260049643
16047;13116;314,44;185615;7;LA GRANJA;113,110110515824;111,697849886912;11,1697849886912
8347;13116;302,16;179780;6;LA GRANJA;120,801719026784;121,684785991207;12,1684785991207
4363;13116;365,76;180000;8;LA GRANJA;152,147015839979;186,134930254473;18,6134930254473
4916;13117;176,96;130000;4;LA PINTANA;53,820919007445;38,3205795997184;3,83205795997184
5748;13117;168,96;431820;4;LA PINTANA;56,2558897907813;57,0545794406248;5,70545794406248
15484;13117;206,16;360508;6;LA PINTANA;63,7864918355202;87,7698778790364;8,77698778790364
10376;13118;304,32;593063;6;SAN RAMON;94,1749852319288;38,7132271098165;3,87132271098165
12509;13118;230;207411;5;SAN RAMON;80,3086003736882;72,6501855816145;7,26501855816145
6497;13118;246;176067;5;SAN RAMON;88,2834001357157;73,7191321719897;7,37191321719897
11190;13118;158,56;285340;4;SAN RAMON;59,0604032669671;80,3258571087126;8,03258571087126
11192;13118;209,28;371847;6;SAN RAMON;63,860491844071;83,5347507309441;8,35347507309441
2286;13118;264,96;200866;6;SAN RAMON;91,2051666481966;86,0317133704045;8,60317133704045
11144;13118;129,84;372779;3;SAN RAMON;62,8944175522668;102,224907251748;10,2224907251748
3533;13118;185,2;543827;5;SAN RAMON;70,7666244931397;108,022235634691;10,8022235634691
4814;13119;180,64;319908;4;SAN MIGUEL;54,0236586078753;33,6716985120492;3,36716985120492
14374;13119;252,8;428910;5;SAN MIGUEL;81,8773221749035;44,7852548852633;4,47852548852633
5906;13119;217,6;240000;5;SAN MIGUEL;66,1472684890839;47,877474320707;4,7877474320707
5750;13119;280,08;520000;6;SAN MIGUEL;91,4715320326771;65,2308659767368;6,52308659767368
5334;13119;322;205940;7;SAN MIGUEL;110,713906240904;93,7087292159143;9,37087292159143
16342;13119;182,4;134377;4;SAN MIGUEL;86,1828797998561;127,641892127967;12,7641892127967
6966;13119;299,88;184144;9;SAN MIGUEL;97,3421187896841;146,455286303074;14,6455286303074
8585;13120;185,12;100000;4;VITACURA;56,5529120132561;34,8599947725683;3,48599947725683
7448;13120;210;460028;5;VITACURA;59,8147568784802;39,7357402475241;3,97357402475241
13976;13120;206,24;384921;4;VITACURA;69,4838106141543;43,4840025499038;4,34840025499038
15524;13120;195,84;657547;4;VITACURA;64,7704821356061;44,2001610389819;4,42001610389819
14439;13120;189,44;461905;4;VITACURA;62,117724730282;45,3841837463253;4,53841837463253
14043;13120;360,92;18260;7;VITACURA;114,292919683094;48,8465280706822;4,88465280706822
280;13120;199,04;338013;4;VITACURA;68,8006321215692;51,720036566523;5,1720036566523
1396;13120;213;214003;5;VITACURA;65,7844916318039;53,3604954341704;5,33604954341704
3925;13120;209,76;740930;6;VITACURA;54,4707345364653;54,6777744780021;5,46777744780021
12057;13120;151,84;413333;4;VITACURA;54,0787554757748;74,9798579357133;7,49798579357133
5880;13120;217,2;325000;6;VITACURA;65,4291672427536;76,9268236743033;7,69268236743033
5671;13120;269,12;718230;8;VITACURA;71,9507599475899;83,586308817226;8,3586308817226
10930;13120;257,32;863902;7;VITACURA;76,9858177904072;84,9173156079023;8,49173156079022
12907;13120;190;256084;5;VITACURA;66,0471982318482;87,0058137689022;8,70058137689022
16152;13120;243,8;226023;5;VITACURA;92,9247771977472;90,7871041841377;9,07871041841377
12720;13120;270,96;346429;6;VITACURA;96,9306471521985;94,6379397566653;9,46379397566653
8624;13120;319,68;100283;9;VITACURA;90,7004911355581;98,2432814430958;9,82432814430958
12821;13120;195,2;182600;4;VITACURA;91,1006344360678;124,110484008936;12,4110484008936
9754;13120;316,96;210000;7;VITACURA;165,017760000054;263,831799532107;26,3831799532107
2653;13121;201,28;459167;4;EL BOSQUE;63,0960313727342;31,4050252995438;3,14050252995438
8064;13121;329,4;444129;9;EL BOSQUE;74,9489239420039;37,0995272243822;3,70995272243822
2677;13121;228,72;423357;6;EL BOSQUE;59,1168787224396;41,5314774437407;4,15314774437407
4173;13121;145,8;291100;3;EL BOSQUE;53,2040766554635;50,3518308119055;5,03518308119055
853;13121;245,4;130000;5;EL BOSQUE;81,8401720655699;55,2452252551788;5,52452252551788
10067;13121;259,2;66782;5;EL BOSQUE;88,9204080090387;56,7731479408569;5,67731479408569
8924;13121;188;165615;4;EL BOSQUE;66,5175302555712;60,6416756643943;6,06416756643943
6036;13121;302,64;1512608;6;EL BOSQUE;100,741139890578;60,8130827020707;6,08130827020707
9807;13121;256,2;250000;5;EL BOSQUE;91,4724154959681;68,7154255541855;6,87154255541855
3548;13121;199;424500;5;EL BOSQUE;65,1525026500055;71,4643945464272;7,14643945464272
4484;13121;294,4;296558;8;EL BOSQUE;80,0044956900029;71,6349372211322;7,16349372211322
9675;13121;203,36;277750;4;EL BOSQUE;80,304360175634;80,0622302319871;8,00622302319871
12962;13121;147,2;487500;4;EL BOSQUE;56,3203814009803;88,3337822251455;8,83337822251455
10652;13121;201,44;198000;4;EL BOSQUE;86,5121661068967;101,429820837301;10,1429820837301
10223;13121;176,4;176698;5;EL BOSQUE;67,6628057561292;111,281550178604;11,1281550178604
15108;13121;245,56;219120;7;EL BOSQUE;85,4379683443052;127,075558599704;12,7075558599704
8976;13121;348,16;145615;8;EL BOSQUE;133,901719365028;156,53803110467;15,653803110467
984;13122;205,28;153333;4;PEDRO AGUIRRE CERDA;66,9505681231697;37,2551667585643;3,72551667585643
9768;13122;211;547800;5;PEDRO AGUIRRE CERDA;60,5057283901927;40,3802297970653;4,03802297970653
9309;13122;203;133792;5;PEDRO AGUIRRE CERDA;61,0953425575819;53,5777686893278;5,35777686893278
12986;13122;148,2;490723;3;PEDRO AGUIRRE CERDA;55,8177209420839;54,7647461731889;5,47647461731889
5415;13122;285,84;249655;6;PEDRO AGUIRRE CERDA;92,5284103616482;60,1731535275358;6,01731535275358
9808;13122;135,6;191202;3;PEDRO AGUIRRE CERDA;52,788297132875;63,6758326961758;6,36758326961758
1010;13122;276,64;182600;7;PEDRO AGUIRRE CERDA;79,1495420622131;63,8089469982597;6,38089469982597
9392;13122;145,32;100000;3;PEDRO AGUIRRE CERDA;59,2794281899344;69,2648872976092;6,92648872976091
3797;13122;176,8;574300;4;PEDRO AGUIRRE CERDA;65,2073578327429;72,7108807208618;7,27108807208618
4030;13122;272,44;100000;7;PEDRO AGUIRRE CERDA;81,6534161301496;77,3210998676051;7,73210998676051
6189;13122;298,56;327521;6;PEDRO AGUIRRE CERDA;104,609204255312;78,2466670138557;7,82466670138557
2303;13122;254,88;216520;9;PEDRO AGUIRRE CERDA;53,8942035522064;80,3880466212284;8,03880466212284
14293;13122;206,56;702611;4;PEDRO AGUIRRE CERDA;87,4420870608791;96,9054950703542;9,69054950703542
3069;13122;171,52;753273;4;PEDRO AGUIRRE CERDA;71,2289236457183;98,3197114999948;9,83197114999948
8793;13122;242,2;57390;5;PEDRO AGUIRRE CERDA;106,650069919324;134,251605542785;13,4251605542785
13032;13123;254,6;410917;5;LO ESPEJO;78,951296883146;33,4351303032289;3,34351303032289
2187;13123;241,6;280000;5;LO ESPEJO;74,5236863777115;38,7227889803693;3,87227889803693
868;13123;288,4;1602365;7;LO ESPEJO;77,2733309362429;41,3799159803098;4,13799159803098
3954;13123;173,12;401720;4;LO ESPEJO;54,8572373941242;46,9154686804988;4,69154686804989
6242;13123;178,4;290000;4;LO ESPEJO;57,4879998297705;47,2654564025566;4,72654564025566
11046;13123;287,28;316833;7;LO ESPEJO;79,0637535682908;48,351563334669;4,8351563334669
15406;13123;363,72;462747;7;LO ESPEJO;116,404489852545;51,1816861005492;5,11816861005491
8950;13123;196,48;1032000;4;LO ESPEJO;68,6493267981349;54,9232313860474;5,49232313860474
335;13123;145,32;208426;3;LO ESPEJO;55,0723147327019;56,6426552795839;5,66426552795839
5650;13123;256,8;417458;6;LO ESPEJO;78,626836316693;59,9511994095069;5,99511994095069
8822;13123;288;96919;6;LO ESPEJO;105,17822127312;95,0395529492035;9,50395529492035
10405;13123;214,6;135027;5;LO ESPEJO;82,0103999251299;99,7559449115753;9,97559449115753
7178;13123;420,84;776893;9;LO ESPEJO;188,270990691412;246,461173272398;24,6461173272398
10770;13124;277,2;176520;6;HUECHURABA;78,8528143432254;31,4863242395305;3,14863242395305
1139;13124;240;100000;5;HUECHURABA;72,7767928016023;35,7674523049926;3,57674523049926
4032;13124;466;127820;10;HUECHURABA;130,26714579684;38,5554363816588;3,85554363816588
9147;13124;235;170210;5;HUECHURABA;71,368019939249;38,6836922885828;3,86836922885828
5768;13124;277,48;835380;7;HUECHURABA;76,4257668342597;54,4370440434979;5,44370440434979
3383;13124;196;699153;4;HUECHURABA;70,0169112071328;59,7119887415723;5,97119887415723
7127;13124;148,44;147906;3;HUECHURABA;58,8613366885274;63,5533813268564;6,35533813268564
12361;13124;183,68;505920;4;HUECHURABA;67,182743035347;68,8088835588765;6,88088835588765
5508;13124;202,72;100000;4;HUECHURABA;77,7856285298623;73,4197871945396;7,34197871945396
4935;13124;185,4;137500;5;HUECHURABA;62,1762182775229;81,9634820704192;8,19634820704192
4059;13124;184,96;162000;4;HUECHURABA;73,4760300388451;85,8615069261376;8,58615069261376
2785;13124;138,88;240000;4;HUECHURABA;54,5320347421479;94,8540775161244;9,48540775161244
9629;13124;222,4;85000;5;HUECHURABA;86,060548368476;100,764391478266;10,0764391478266
7049;13124;363,52;252000;8;HUECHURABA;124,253975780549;105,649898486924;10,5649898486924
10457;13124;177,28;200000;4;HUECHURABA;78,3411061126193;111,429194812359;11,1429194812359
830;13124;170,4;870522;4;HUECHURABA;75,4854109118982;112,690075409038;11,2690075409038
10487;13125;255,12;313883;6;CERRILLOS;70,9529870124342;39,3280251180695;3,93280251180695
1837;13125;312;36520;10;CERRILLOS;58,0128066538162;41,7771055276454;4,17771055276454
1889;13125;154,32;22825;3;CERRILLOS;54,505071535763;42,083662611355;4,2083662611355
9614;13125;178,56;248557;4;CERRILLOS;56,0211911101407;42,6361479428978;4,26361479428978
5288;13125;176,96;62667;4;CERRILLOS;55,8572191735443;44,429911666973;4,4429911666973
6348;13125;173,76;236080;4;CERRILLOS;54,9479641478731;46,2733824558875;4,62733824558875
13317;13125;152,52;506230;3;CERRILLOS;56,7273268116442;51,3223279902987;5,13223279902987
7672;13125;264,24;190209;6;CERRILLOS;83,5777013760406;64,1762724343765;6,41762724343765
11236;13125;165,12;372504;4;CERRILLOS;57,0865509986871;65,032453398557;6,5032453398557
15401;13125;246,4;54780;5;CERRILLOS;86,7341576165155;68,4996476999251;6,84996476999252
11784;13125;136,8;234336;3;CERRILLOS;56,3975159560522;72,7899683812817;7,27899683812817
16115;13125;147,2;90500;4;CERRILLOS;53,3495524344085;79,4206656945051;7,94206656945051
6632;13125;225,4;186896;5;CERRILLOS;80,5258946659264;79,8735430826298;7,98735430826298
12645;13125;248,4;140000;5;CERRILLOS;93,3316967400788;85,4365204813322;8,54365204813322
1784;13125;147,96;52041;3;CERRILLOS;68,7575950836936;93,929968189201;9,3929968189201
14203;13125;135,52;463083;4;CERRILLOS;52,9747960828854;94,9820315006173;9,49820315006173
5832;13125;436,32;170123;9;CERRILLOS;146,957606770052;100,397979926753;10,0397979926753
12653;13125;231,6;260000;5;CERRILLOS;90,9067666327551;102,161216225034;10,2161216225034
11141;13125;141,28;129667;4;CERRILLOS;61,0649941274965;111,025768824572;11,1025768824572
2969;13125;299,16;100000;9;CERRILLOS;120,251981480827;216,218301270736;21,6218301270736
5133;13126;329,28;415666;8;MAIPU;82,9379840758653;30,6074526671929;3,06074526671929
5575;13126;340,48;111597;7;MAIPU;99,2797373656724;33,0037992577384;3,30037992577384
1442;13126;179,36;76084;4;Maipu;54,3171769877291;36,3808872878187;3,63808872878187
8097;13126;200,48;1056055;4;MAIPU;68,0688395331301;47,4673608495592;4,74673608495592
2423;13126;231,6;417500;5;MAIPU;73,030642688015;48,5290557646144;4,85290557646144
4581;13126;198,8;308000;5;MAIPU;58,3218244529856;51,2566265622418;5,12566265622418
14574;13126;148,56;400520;3;MAIPU;54,8991228957349;51,4944716342165;5,14944716342165
9916;13126;183,6;200000;5;MAIPU;52,5980116086209;55,7982606511901;5,57982606511901
10448;13126;198;203333;5;MAIPU;60,5243965611301;59,007666837797;5,9007666837797
1287;13126;363,2;301290;8;MAIPU;108,823180407955;59,811384857619;5,9811384857619
4769;13126;183,04;223333;4;MAIPU;64,1715414478621;60,6889263232986;6,06889263232986
1066;13126;207,2;150000;4;MAIPU;75,7727805499295;60,9808166561892;6,09808166561892
6973;13126;243,12;852127;6;MAIPU;75,077766091364;68,8460936942775;6,88460936942775
5717;13126;157,44;779029;4;MAIPU;56,349831541146;73,7935674586687;7,37935674586687
5705;13126;240,6;407199;5;MAIPU;85,7989472724404;73,9795327470009;7,39795327470009
13491;13126;274,56;483890;6;MAIPU;92,4732253337932;76,1218724624637;7,61218724624637
4022;13126;156,16;847590;4;MAIPU;59,2894330021995;84,4415662830373;8,44415662830373
8045;13126;202,08;300047;4;MAIPU;82,3891143814822;88,1455061163018;8,81455061163018
4450;13126;232,4;627130;7;MAIPU;67,5458235261237;92,1953321235315;9,21953321235315
10936;13126;189,92;192000;4;MAIPU;80,0146378022746;98,3930017087897;9,83930017087897
8837;13126;274,32;178984;9;MAIPU;69,3754038638157;99,0635000360052;9,90635000360052
8161;13126;277,68;104565;6;MAIPU;107,869482522853;117,856764221219;11,7856764221219
11427;13126;363,52;128500;8;MAIPU;132,409534374799;130,118302740736;13,0118302740736
7025;13126;281,6;191934;10;MAIPU;80,4981983855015;152,666617655499;15,2666617655499
1671;13127;199,68;74561;4;QUINTA NORMAL;63,440587392237;34,7244806682077;3,47244806682077
1455;13127;190,88;65431;4;QUINTA NORMAL;59,4982304685666;35,468002934212;3,5468002934212
7494;13127;173,6;353090;4;QUINTA NORMAL;55,3394916707236;47,6766194324883;4,76766194324883
14907;13127;214,56;368550;6;QUINTA NORMAL;55,5111297141004;50,9420376528192;5,09420376528192
4374;13127;170,88;186915;4;QUINTA NORMAL;55,5111954647824;52,0774814909016;5,20774814909016
8995;13127;167,04;328680;4;QUINTA NORMAL;53,7277364329725;52,2124406988208;5,22124406988207
16280;13127;177,92;90000;4;QUINTA NORMAL;59,1480802990358;52,9317639298525;5,29317639298525
