id_hogar;id_comun;consumo;inghogar;habitant;comuna;m3_libre;m3_edifi;frente
2295;13127;185,28;474300;4;QUINTA NORMAL;63,1339230287042;54,3758511552705;5,43758511552705
5966;13127;227,28;648625;6;QUINTA NORMAL;77,2120560916735;97,8779874604829;9,78779874604829
8208;13127;244;594956;5;QUINTA NORMAL;97,4073190366297;103,949965435081;10,3949965435081
501;13127;187,2;388898;5;QUINTA NORMAL;71,8101894790222;108,296008906052;10,8296008906052
8058;13127;174,08;100417;4;QUINTA NORMAL;80,6092823053396;122,805632674198;12,2805632674198
547;13127;192;167097;5;QUINTA NORMAL;79,7131150442835;125,14931767327;12,514931767327
3984;13127;396,48;161810;8;QUINTA NORMAL;189,796585549575;255,20590446414;25,520590446414
7970;13128;193,12;120434;4;LO PRADO;58,8301586790929;30,2636459761325;3,02636459761325
9554;13128;219;90000;5;LO PRADO;65,5499826281912;44,0854901505839;4,40854901505839
12859;13128;215,04;514000;6;LO PRADO;57,266687341887;55,5233683194681;5,55233683194681
15840;13128;218,4;461796;5;LO PRADO;74,9099498524841;73,0245184113714;7,30245184113714
821;13128;207,6;524921;6;LO PRADO;63,9669150770791;86,2540429850732;8,62540429850732
13216;13128;254,88;275064;6;LO PRADO;92,8323063343609;105,313477281286;10,5313477281286
10555;13128;145,68;300000;3;LO PRADO;73,7475344936711;112,157986833006;11,2157986833006
9209;13128;258,48;341286;6;LO PRADO;99,364935597246;119,769892438092;11,9769892438092
9722;13128;223;374837;5;LO PRADO;96,7080612106656;131,85204375803;13,185204375803
873;13128;239,04;85000;6;LO PRADO;97,1220139212334;140,81208062162;14,081208062162
13619;13128;284,8;1060366;10;LO PRADO;92,5391101192769;184,220476209617;18,4220476209617
13603;13129;184,32;702140;4;PUDAHUEL;56,9691133975919;37,2515442772343;3,72515442772343
7080;13129;255,8;531468;5;PUDAHUEL;81,4127644549349;39,1057689823066;3,91057689823066
2160;13129;199,2;165000;4;PUDAHUEL;68,674190410552;51,1121132071234;5,11121132071234
16057;13129;205,4;375560;5;PUDAHUEL;63,831329946798;58,3577392875249;5,83577392875249
13110;13129;178,08;675930;4;PUDAHUEL;61,3330792936276;59,2586525689138;5,92586525689138
10231;13129;185,4;162089;5;PUDAHUEL;54,6882372254943;59,4979519281791;5,94979519281791
5004;13129;224,2;245000;5;PUDAHUEL;73,3395842886662;60,0273746143966;6,00273746143966
12664;13129;174,72;400000;4;PUDAHUEL;60,8203462392679;62,5203447383245;6,25203447383245
11038;13129;244,32;212167;6;PUDAHUEL;74,8604203216982;66,4797246072125;6,64797246072125
14517;13129;186,4;423413;4;PUDAHUEL;68,1039916449893;67,6871103494835;6,76871103494835
2193;13129;360,08;99996;7;PUDAHUEL;120,95978276964;70,0485302905468;7,00485302905468
1752;13129;355,84;22825;8;PUDAHUEL;110,319054514362;74,8136099233775;7,48136099233775
1225;13129;193,92;323798;4;PUDAHUEL;80,603775184153;94,4462530006136;9,44462530006136
2817;13129;221,2;569160;5;PUDAHUEL;83,5113248828787;94,8304664589683;9,48304664589683
8412;13129;186,72;185644;4;PUDAHUEL;78,8469150655361;99,4610145854268;9,94610145854268
12680;13129;256,4;112000;5;PUDAHUEL;103,974450398441;105,938465629536;10,5938465629536
14787;13129;249,2;146080;5;PUDAHUEL;100,747471417843;106,542559054661;10,6542559054661
4192;13129;129,76;224153;4;PUDAHUEL;54,727046476641;108,467725478531;10,8467725478531
2426;13129;412,2;234349;9;PUDAHUEL;142,698156663436;122,075869725609;12,2075869725609
13179;13129;206,92;644912;7;PUDAHUEL;68,8924717412416;132,635562174532;13,2635562174532
3823;13129;373,76;342500;8;PUDAHUEL;140,776076558843;140,591131050756;14,0591131050756
497;13129;505,6;351255;10;PUDAHUEL;198,972774557819;188,115455412272;18,8115455412272
4941;13130;206,4;85000;4;Las CONDES;65,736759039312;32,0134822549765;3,20134822549765
4993;13130;513,48;554724;11;LAS CONDES;143,96151353791;42,4452472442782;4,24452472442782
10412;13130;172,48;120000;4;LAS CONDES;54,6630757990733;47,2472284594526;4,72472284594526
569;13130;288,96;100000;7;LAS CONDES;79,6340366546778;47,662533458367;4,7662533458367
6218;13130;322;480940;7;LAS CONDES;95,944969868666;49,3987900034664;4,93987900034664
9835;13130;169,28;228658;4;LAS CONDES;55,9922012955232;55,8063152121507;5,58063152121507
7677;13130;231;165201;5;LAS CONDES;75,3915091129424;56,4692982533516;5,64692982533516
6944;13130;150,96;209434;3;LAS CONDES;58,4987467221802;58,8655345812986;5,88655345812986
12818;13130;217,68;292160;6;LAS CONDES;61,063203142835;63,1422917760513;6,31422917760513
7653;13130;375,04;270856;8;LAS CONDES;116,027823061657;64,5125540404801;6,45125540404801
2582;13130;197,6;516460;4;LAS CONDES;79,0187229508656;84,4336175111415;8,44336175111416
5299;13130;200;583914;5;LAS CONDES;70,8580510238229;87,1536774606198;8,71536774606198
1278;13130;206,08;162514;4;LAS CONDES;86,371960245006;94,380602108137;9,4380602108137
15705;13130;338,24;166166;7;LAS CONDES;122,73887171553;106,586174184395;10,6586174184395
7574;13130;182,4;150000;4;LAS CONDES;84,8115393904937;123,527580261024;12,3527580261024
11096;13130;310,8;290000;6;LAS CONDES;128,933715352605;133,739641303141;13,3739641303141
5462;13130;315,56;403333;7;LAS CONDES;132,713835117469;168,913178461911;16,8913178461911
2057;13130;397,44;170000;8;LAS CONDES;166,879845937442;185,079400133167;18,5079400133167
9063;13131;182,08;182600;4;RENCA;56,016732839286;37,5942007568862;3,75942007568862
6626;13131;203,6;401960;5;RENCA;56,3406228227748;38,455458922972;3,8455458922972
837;13131;207,52;587609;4;RENCA;68,6366649828941;39,1138146853793;3,91138146853793
14390;13131;199,2;219120;4;RENCA;67,0449872387859;46,2241584021058;4,62241584021058
16174;13131;247,8;572353;5;RENCA;82,9130281192273;55,0354493663205;5,50354493663205
6458;13131;190,08;149017;4;RENCA;66,9552760872695;58,9835773629447;5,89835773629447
5762;13131;162,72;238500;4;RENCA;54,5182423116404;60,7555544443217;6,07555544443217
10233;13131;190;348731;5;RENCA;58,8661846683161;65,4612511501628;6,54612511501628
9453;13131;246,2;313355;5;RENCA;86,2061563260401;67,2012462107869;6,72012462107869
9102;13131;183,68;731239;4;RENCA;69,2261508827593;74,9395401764562;7,49395401764562
13402;13131;191,04;724200;6;RENCA;54,3483586834248;81,0534781256701;8,10534781256701
7212;13131;260,88;100322;6;RENCA;88,4750364192547;83,6693154943836;8,36693154943836
11042;13131;195,8;145451;5;RENCA;68,6719138975885;86,5948027568458;8,65948027568458
3454;13131;159,8;1048730;5;RENCA;53,2050105711047;91,6193861846598;9,16193861846598
16169;13131;247,68;406621;6;RENCA;85,8959211277695;94,7885658650763;9,47885658650763
14059;13131;281,12;377600;7;RENCA;95,0807378201011;105,205910694341;10,5205910694341
15334;13131;166;267083;5;RENCA;62,6079018295824;110,972909930941;11,0972909930941
13478;13131;245,8;1126072;5;RENCA;101,93859687529;114,973330728643;11,4973330728643
2560;13132;206,2;434969;5;QUILICURA;56,8185556652768;36,1750730282226;3,61750730282226
9738;13132;272,44;531095;7;QUILICURA;69,822062187596;41,8245305289394;4,18245305289394
2948;13132;182,08;250000;4;QUILICURA;62,8061017094361;57,963746291169;5,7963746291169
8987;13132;139,68;461905;3;QUILICURA;53,9947772633139;61,4669573576532;6,14669573576532
8701;13132;195,2;229500;4;QUILICURA;70,8103573003103;63,2353523251733;6,32353523251733
11745;13132;245,28;370000;6;QUILICURA;75,733930647409;67,7290121427641;6,77290121427641
7911;13132;290,88;206000;6;QUILICURA;98,1424590567256;69,8164894418404;6,98164894418404
14875;13132;154,56;461429;4;QUILICURA;56,2695765799485;77,6670712803027;7,76670712803027
5262;13132;172,32;240000;4;QUILICURA;66,7990788305038;83,8863810599748;8,38863810599748
13109;13132;187,2;1035790;6;QUILICURA;56,0468520123801;91,6350323731724;9,16350323731724
13936;13132;219,52;250000;7;QUILICURA;62,0408733890814;94,0793150054397;9,40793150054397
15347;13132;195,84;593518;4;QUILICURA;82,0129651236947;95,9312643369828;9,59312643369828
6470;13132;137,16;297338;3;QUILICURA;65,32485339184;99,0595870145243;9,90595870145243
15880;13132;455,04;192000;9;QUILICURA;175,048944806904;157,93509051055;15,793509051055
7160;13132;474,32;549140;11;QUILICURA;174,101168440351;188,813456826302;18,8813456826302
